id,title,room,day,start_time,no,elevator_pitch,prerequisite_knowledge,audience_takeaway,audience_python_level,track,lang_of_talk,lang_of_slide,description,name,profile
273602,Pythonのバリデーション定義からフロントエンドTypeScriptのコード生成,#pyconjp_1 (15th: onsite),10/16,13:50,6,バリデーションライブラリ Marshmallow の Python のクラス定義を解析し、 TypeScript のコードを動的生成するツールを開発した。これにより、型定義とバリデーション実装の共通化を可能とした。,"基本的なWeb開発の知識
コード解析、TypeScriptについての知識があると尚可","- フロントエンドとバックエンドの統合の手法
- 簡単な動的解析のやり方や、コードの動的生成とその運用のプロセス",Intermediate,Outside of Python language,Japanese,Japanese only,"自社開発のデータ分析・活用プロダクトを新規開発する際、バックエンドに Flask、フロントエンドに TypeScript を採用しました。ですが、 JSON API の リクエスト/レスポンスの型定義の管理が人力で行なわれており、抜け漏れやタイプミス、undefined エラーが多発してしまうことが問題でした。

そこで、プロダクトで利用していたバリデーションライブラリ Marshmallow のクラス定義を動的解析し、JSON API の TypeScriptの型定義生成、およびフォームのバリデーション関数の実装生成を行うツールを開発しました。これにより、APIのスキーマにTypeScriptの型が追従するようになり、またフロントエンドのフォームのバリデーションとバックエンドによるバリデーションの共通化ができるようになりました。

発表では、Pythonの動的解析やTypeScriptコード生成の具体的な方法のほか、実際の開発プロセス中でこのツールがどのように運用されているかもデモを交えながらご紹介します。

発表のアウトライン（時間は目安です）

・はじめに、自己紹介(2分)

・背景説明(TypeScriptの基礎やMarshmallowの説明) (5分)

・具体的な実装方法とCIへの組み込み (15分)

・コード生成のデモ(3分)

・まとめと展望(4分)

",一宏 柴内,株式会社ブレインパッドのソフトウェアエンジニア。データ活用プロダクトの基盤開発に従事。
273843,絵を読む技術 Pythonによるイラスト解析,#pyconjp_2,10/16,13:50,6,"このトークは、イラストの鑑賞や制作をより楽しむための知識とスクリプトを紹介します。
前半では、イラストの構成要素から、それらを効果的に組み合わせる構図まで、できるかぎり体系的に解説します。
後半では、前半で解説した内容を踏襲して、実際のイラスト鑑賞・制作に応用するためのPythonスクリプトをいくつか紹介します。",絵画やイラストへの興味があれば、他に必須の知識はありません。,"・絵画やイラストの見方
・イラストの構成や構図の知識
・イラストのラフや下地のパターンを手軽に手に入れる方法
・Pythonでイラストを楽しむTips",Intermediate,Only for fun or try new technique,Japanese,Japanese only,"絵画やイラストは、多くの人々の目を引きつけます。
しかし、多くの人はなぜ自分がその絵画やイラストに惹かれるのか、論理的な説明ができません。
この問題は、駆け出しの絵師やイラストレーターが戦略的に絵を描くことができないことにも共通します。
このトークでは、イラストが目を引く論理を解説し、Pythonでイラストを分析・制作するいくつかの方法を紹介します。

前半は、イラストを構成する要素と、それらを組み合わせるパターンの解説です。
イラストを線、色、明度、シェイプなどの構成要素に分解し、それらを効果的に配置するための技法を解説します。
構成要素について理解を深めたら、それらを組み合わせた構図について学び、実際の絵画やイラストを見ながらパターンを探ります。

後半は、イラストの分析や下地の生成に使えるPythonスクリプトをいくつか紹介します。
紹介するのは、画像を単純な要素に変換するスクリプトと、絵画やイラストから学習したパターンをランダムに生成するスクリプトです。
他にも、当日用意できる限りのスクリプトを紹介します。

構成とタイムラインは次の通りです。

- 導入（3min）
　- 自己紹介
　- 共感
　- プレゼンの目的
- 前半：イラストの構成や構図を紐解く（10min）
　- イラストの構成要素
　- 構成要素のタイプや配置による効果
　- 感情を動かす構成要素別の要因
　- 色やライティングで変化するストーリー性
　- キャラクターをメインとした構図パターン
　- 背景をメインとした構図パターン
- 後半：イラスト鑑賞・制作のためのPythonスクリプト（10min）
　- 画像を単純な要素に変換するスクリプトの解説と活用方法
　- 頻出パターンをランダム生成するスクリプトの解説と活用方法
　- その他スクリプトの解説と活用方法
- おすすめの学習リソース (1min)
- まとめ (1min)

なお発表当日は、著作権に十分配慮した絵画やイラストを例として使用します。",Hirosaji,Web Enginner / Illustrator
272259,Loggingモジュールではじめるログ出力入門,#pyconjp_3,10/16,13:50,6,"ログを出力したいとき、皆さんはどうしていますか？
このトークでは、Pythonに標準搭載されているLoggingモジュールをご紹介します。
モジュールの利用シーンや仕様、実装例を確認しつつ、AWSとGCPの一部サービスにおける出力例をお見せします。
このトークがLoggingモジュールを知るうえでの見取り図になれば嬉しいです。","- Python でのコーディング経験
- 標準出力や標準エラー出力に関する基礎知識","- Logging モジュールを利用するか否かの判断基準
- Logging モジュールの構成部品に対する理解
- Logging モジュールの利用方法と実装例",Intermediate,Python core and around,Japanese,Japanese only,"Python に標準搭載されている Logging モジュールの仕様を確認しつつ、具体的な利用方法について紹介することで、ログをより便利に楽しく出力する方法をお伝えします。トークは以下に述べる4部構成です。

第1部では、自己紹介と、このトークのゴールである「Logging モジュールを知るうえでの見取り図を届ける」について述べます。
第2部では、Logging モジュールの仕様と実装例を紹介します。モジュールの存在理由と利用シーンを紹介しつつ、Logger や Handler、 LogRecord などの構成要素がどのような順番で作用してログが生成されるのか、その出力に至るフローを辿り、実装例をお見せします。
第3部では、AWS・GCP が提供するサービスにおける、Python ログ出力について紹介します。サービス特有の仕様により、ログ出力が想定した形でなされないケースがあります。第2部で紹介した内容をベースに実装例を紹介します。
第4部では、セッション内容を総括するとともに、どのようなログを出力するとよいのか？に関する私見を述べます。

1. はじめに(3 min)
    - 自己紹介
    - 当セッションのゴールと持ち帰れるもの
2. Logging モジュール探訪(15 min)
    - モジュールの目的
    - 利用シーンと判断基準
    - 構成要素
    - 出力フロー
    - logging.warning と logger.warning の違い
    - バージョン間の差異
    - 時刻に関するTips
    - Python 3.9 での実装例
3. パブリッククラウドサービスにおけるPythonログ出力(10 min)
    - The Twelve-Factor App
    - Amazon Web Services
        - Amazon CloudWatch Logs
        - AWS Lambda(Zip)
        - AWS Lambda(Container)
        - AWS Glue(Python Script)
    - Google Cloud Platform
        - Google Cloud Logging
        - Google Cloud Functions
        - Google Cloud Run
4. おわりに(2 min)
    - セッション内容のまとめ
    - 理想的なログとは？に関する私見",Toshifumi Tsutsumi,"データエンジニア。SIer、製造業を経て2020年12月より現職。AWSやGCPでわいわいするのが好きです。
Twitter: @tosh2230"
273529,PythonとUnityで手軽に強化学習をやってみよう！,#pyconjp_4,10/16,13:50,6,"UnityとPython（TensorFlow）を連携させることで、シミュレータを利用した強化学習をおこなうことができます。
Unity社が公式に提供している「Unity ML-Agents Toolkit」を利用することで手軽に環境構築が可能です。
この発表を聞くことで強化学習やUnityに対する理解が深まるとともに、「Unity ML-Agents Toolkit」の仕組みや使い方を知ることができます。","以下の前提知識があれば理解の助けになりますが、発表中に説明を含めますし難しい内容は話さないのでなくても問題ありません。
- 強化学習
- TensorFlow
- Unity","- 強化学習についての簡単な理解
- Unityについての簡単な理解
- 「Unity ML-Agents Toolkit」を利用した強化学習のやり方や仕組み",Beginner,Machine learning,Japanese,Japanese only,"UnityはUnity社が提供しているゲーム開発エンジンです。
Unityでは3Dモデルの物理演算やシミュレーションを手軽に実施することができます。
Unity社から提供されている「Unity ML-Agents Toolkit」を使用することでPython（TensorFlow）とUnityを連携させて強化学習をおこなうことができます。

本発表では「Unity ML-Agents Toolkit」を使用した強化学習について発表します。
まず強化学習やUnity、TensorFlowについて簡単に説明します。
その後「Unity ML-Agents Toolkit」の仕組みや使い方を解説します。
最後に「Unity ML-Agents Toolkit」を使用した事例を紹介します。

- 導入（2分）
  - 自己紹介
- 強化学習についての説明（7分）
  - 強化学習とは
    - シミュレータ内でエージェントに行動させ、獲得報酬が最大化するような推論モデルを生成する手法
  - 強化学習をおこなうために必要な要素
  　- シミュレータと学習・推論する仕組みが必要
-「Unity ML-Agents Toolkit」についての説明（8分）
  - Unityとは
   - UnityはUnity社が提供しているゲーム開発エンジン
   - 3Dモデルの物理演算やシミュレーションを手軽に実施できる
  - 「Unity ML-Agents Toolkit」とは
   - Unity社から提供されている(公式ツール) 
   − UnityとTensorFlowを利用して強化学習を行うためのツール
  - TensorFlowとは
   - Googleが中心となって開発しているオープンソースの機械学習ライブラリ
  - 「Unity ML-Agents Toolkit」の仕組み
   - Unityがシミュレータとなり、学習・推論はTensorFlowが行う
   - Unity内での行動結果をTensorFlowに入力し、学習・推論する
   - 推論結果をもとにUnity内で行動をおこなう
-「Unity ML-Agents Toolkit」の使い方（7分）
  - Unityと「Unity ML-Agents Toolkit」のインストール
  - エージェントや報酬の設計
  - 学習状況の確認
-「Unity ML-Agents Toolkit」の応用例（5分）
　− ゲーム開発での利用例（Unity社の事例紹介より引用）
- まとめ（1分）",YAMADA Shuhei,"Unity, Machine Learning and Scrum"
273275,Flask 2.0 vs Fast API in REST API developments,#pyconjp_5,10/16,13:50,6,"This talk compares the features of Flask 2.0 with that of Fast API for REST API development by using the four comparison indicators. By explaining the variety, performance, flexibility, learning cost of both frameworks, it could help python engineers to choose one in their daily developments.","Experiences to use REST API, Architecture, Python, Data Science, ML","- Features of Flask and Fast API
- Strength and Week of Flask and Fast API
- The way to use Flask and Fast API
- How to choose the appropriate python framework ",Advanced,Web programming,English,English only,"Target Audience:
Python engineer working in data oriented projects, Machine Learning Engineer, Data Scientist, Data Engineer, Product owner/Project manager of data oriented products. 

【Introduction(3m)】
Background(1m):
One of the artifacts generated in Data and ML oriented projects can be REST API. When choosing the python framework, there seem to be many python engineers who wonder which frameworks is more appropriate, Flask or Fast API. Recently, Fast API seems to be getting more attention than before. On the other hand, Flask has major version up in May 2021 and the reputation as a most popular python framework according to the survey from Jet Brain which is ""Python Developers Survey 2020 Results"". 

In order to help python engineers to decide which python framework should be used in their project, this talk summarizes the features of Flask 2.0 and Fast API through comparison and demonstration.

Main updates of Flask 2.0(2m):
- Nested Blueprint
- Async/Await
- Type Hinting
- Others
   -- 15x speed up of multipart/form-body
   -- Routing shortcut
   -- ...

【Main Talk(25m)】
Features of Flask 2.0 and Fast API(3m):
- Overview of Flask 2.0 and Fast API
- What libraries are installed after pip install each framework?

Four Comparison Metrics between Flask 2.0 and Fast API(2m):
- Variety of Functions / Extension / Tools
- Performance(Speed and Stability) of sync and async
- Flexibility of REST API Architecture
- Learning Cost

1. Variety of Functions / Extension / Tools(5m):
- Flask
  -- Flask Extensions
     --- Introduce what each flask extension look like
   -- Blueprint
     --- code without blueprint
     --- code with blueprint
     --- code with nested blueprint

 - Fast API
   -- Pydantic
   -- Open API

2. Performance(Speed and Stability) of sync and async(5m):
- Introduce vegeta as a loading test tool
- Flask2.0
   -- Share the code which has sync and async implementation
   -- Reports of each result of loading test 
     --- Speed and Stability

- Fast API
   -- Share the code which has sync and async implementation
   -- Reports of each result of loading test
     --- Speed and Stability

3. Flexibility of REST API Architecture(5m):
- Directory Design of API
- Flask 2.0
   -- Small API
   -- Bigger API

- Fast API
   -- Small API
   -- Bigger API

4. Learning Cost(5m):
- Complexity of Coding Styles
   -- Compare the grammars of Flask 2.0 and Fast API
- Resource Volumes as Learning Materials
  -- Movies: the Numbers of Pycon Talks
  -- Papers: the Numbers of Published Documents/Books
  -- Share some learning materials in JP/Eng

【Summary(2m)】
Summary of Flask 2.0 and Fast API in ML API developments(2m):
- Pro and Cons of both framework based on the four metrics
- Future Work",Tetsuya Jesse Hirata,"Tetsuya is a software engineer based in Tokyo. He has been involved with several AI/ML projects in EdTech domain and has mainly been implementing ML APIs and ML Ops environment. Prior to this, he used to research the relationships between online learning behaviors and learning outcomes at the UCL Institute of Education (IOE) in the UK. His interest is in how to bridge the gap between data science and engineering.

https://www.linkedin.com/in/tetsuya-hirata-a31b52134/
https://twitter.com/JesseTetsuya
https://medium.com/@JesseTetsuya"
272672,Vertex Pipelines ではじめるサーバーレス機械学習パイプライン,#pyconjp_1 (15th: onsite),10/16,14:50,7,"このトークでは機械学習パイプラインを構築する方法について、具体的なノウハウを共有します。
Vertex Pipelines で用いられる Kubeflow Pipeline は現在、V1 から V2 へと大きな変更の途中であり、ドキュメントも未整備で、イチから使い始めることはなかなか困難です。
このトークを聞くことで、Vertex Pipelines を用いて機械学習パイプラインをサーバーレスに構築する方法の見当がつくようになります。","次の3点を前提とします

- 機械学習についての基礎知識 (学習用/評価用データ、モデルの訓練、評価指標)
- Python で何らかの CLI アプリケーションを作成した経験 (`argparse` を使ったことがある、程度)
- コンテナの基礎的な知識 (`docker build`, `docker run` がわかる程度)

時間の都合上コンテナの扱いについてはあまり詳細には触れません、Kubernetes の知識も不要です
","- 機械学習パイプラインについての基礎的な知識
- Vertex Pipelines で機械学習パイプラインを動かすために必要な Kubeflow Pipelines SDK V2 の最低限の仕様
- Kubeflow Pipelines SDK を用いた機械学習パイプラインの構築方法とハマりどころ
",Intermediate,Machine learning,Japanese,Japanese only,"機械学習を本番環境で利用するための取り組みである MLOps が広く知られるようになってきました。
中でも、機械学習における CI/CD に相当する CT (Continuous Training) を実現する機械学習パイプラインを、Kubeflow Pipelines を用いて紹介します。

はじめに、機械学習パイプラインに要求される要件について概要を述べます。
ここでは機械学習パイプラインが満たすべきそれぞれの要件について確認します。
機械学習パイプラインではその特性上、コードだけではなく、データとコードを合わせたバージョン管理が必要になります。
また、学習時には GPU を用いる必要があるケースもあり、柔軟な計算資源の確保も必要です。

次に、Kubeflow Pipelines を用いたパイプラインの構築について概要を述べます。
Kubeflow Pipelines では Python を用いてパイプラインを構築できます。
ここでは、""Hello, world"" のようなかんたんなパイプラインを用いて、実装方法を述べます。
また、GCP の Vertex Pipelines を用いることで、機械学習パイプラインをサーバーレスに構築できることを確認します。

最後に、私が作成しているサンプルのパイプライン https://github.com/reproio/lab_sample_pipelines/tree/main/kfp を例に、実用的なパイプラインの構築例について述べます。

構成とタイムラインは次のとおりです。

- 導入 (2 min)
  - タイトル
  - 自己紹介
- 機械学習パイプライン (5 min)
  - 機械学習パイプラインとは
  - 機械学習パイプラインに求められる要件
    - データとコードのバージョン管理
    - 柔軟な計算資源の確保
  - Kubeflow Pipelines / Vertex Pipelines
- Kubeflow Pipeline を用いたパイプライン構築 (10 min)
  - Hello, world
  - コンポーネントの実行順序の定義
  - GPU の利用
- Lab Sample Pipeline の紹介 (10 min)
  - 仕様の説明
  - ディレクトリ構造の説明
  - コンポーネントの実装と単体テスト
  - ComponentSpec の記述例
  - パイプラインの実装
  - ML Metadata によるコードとデータのバージョン管理
- まとめ (2 min)
",Sugiyama Asei,"Kubeflow Pipelines, TFX のコントリビューター。業務では Repro で Software Engineer としてデータサイエンスや機械学習を用いた新規サービスの研究開発業務に従事中。「見て試してわかる機械学習アルゴリズムの仕組み 機械学習図鑑」の共著者のひとり。"
273578,High Performance FastAPI,#pyconjp_2,10/16,14:50,7,"スマートニュースでは、一部のサービスのバックエンドに FastAPI を採用しています。

ピーク時は秒間数万リクエストにも達するトラフィックを捌く Web アプリケーションを FastAPI で構築するためのノウハウとして、
プロファイリングの手法から、我々が直面した課題やその対応策についてお話させていただきます。","- 基礎的なWebバックエンドプログラミングに関する知識
- 基礎的なPythonに関する知識","FastAPI および Python Web アプリケーションパフォーマンスチューニングの具体的な手法

- プロファイリング手法とボトルネックの特定
- 我々の環境で発生した具体的な課題とその対策",Intermediate,Web programming,Japanese,Both,"スマートニュースは、「世界中の良質な情報を必要な人に送り届ける」ことをミッションに、
クーポンや新型ウイルス、ワクチンアラームといった新しい機能を日々提供しています。

高速にサービスを立ち上げ、かつ継続的にユーザーに価値を提供するためには、高速なイテレーションが欠かせません。
これらの目的を達成するため、一部のサービスではバックエンドサーバーで Python と FastAPI を採用しています。

FastAPI を採用したあるサービスで、一部のユーザーへのテストローンチでは結果は上々。
いよいよフルローンチ、という際にパフォーマンスの問題が立ちはだかりました。

ピーク時には秒間数万リクエストにも達するスマートニュースの膨大なトラフィックに、我々はどのように立ち向かったのか。
FastAPI / Python Web アプリケーションにおけるプロファイリングの手法から、具体的に直面した課題やその対応策についてお話させていただきます。

アウトラインは以下となります。

1. Introduction / SmartNews における Python(5min)
　- 自己紹介
　- SmartNewsとPython
　- FastAPI
　- システム構成
2. 負荷テストとプロファイリング(5min)
　- 負荷テストツール
　　- locust
　- プロファイリングツールとボトルネックの特定
　　- fastapi_profiler
　　- py-spy
　　- Datadog APM
3. 直面した課題と対応(10min)
　- FastAPI Web Application の構成とパフォーマンス特性
　　- gunicorn -- uvicorn -- Starlette -- FastAPI
　- I/O bound な処理
　　- async/await
　- CPU bound な処理
　　- LRU Cache
　　- Cython
　　- numpyによるベクトル化
　- logging performance ... multi-thread と GIL
　　- async/await
　- 処理系の変更による全体的な高速化
　　- PyPy
4. まとめ(1min)",Ikuo Suyama,"Backend Engineer, based on the Internet advertising industry."
273836,ラズパイとDashで環境ダッシュボードを作ろう,#pyconjp_3,10/16,14:50,7,このトークでは、著者が作成しているセンサー情報のダッシュボードWebアプリの制作過程から、Pythonを使ったIoTとデータ可視化のWebアプリの作成方法について共有します。,"Pythonの基本的文法,
Webアプリの構造,
電子部品のセンサー素子の種類（センサーの仕組みがわかると応用しやすいです）
","Raspberry PIとPythonを使った開発方法,
環境センサーの情報取得方法,
データ可視化の手順,
Dashの基本的な扱い方",Intermediate,Python core and around,Japanese,Japanese only,"このトークでは、著者が作成しているセンサー情報のダッシュボードWebアプリの制作過程から、Pythonを使ったIoTとデータ可視化のWebアプリの作成方法について共有します。

PythonはIoT界隈でもよく利用されている言語です。対応するサービス、デバイス、エコシステムが多数あります。Pythonを触ったことがある方でIoTや可視化を行う上で利用することができるデバイスやライブラリの組み合わせを、実際に作成したWebアプリを元に紹介します。

PythonとIoTではラズパイ（Raspberry Pi）との組み合わせが普及しています。多数のセンサー（温度、湿度といった環境センサー）や一緒に利用するライブラリがありますが、今回はCircuitPython（マイコンボードで動作する組み込み向けのmicropythonのフォーク, adafruit社が開発元）のライブラリをRaspberry Pi上で利用する方法を紹介し、比較的初学者でも扱いやすいセンサーデータの取得方法を解説します。

さらに可視化を行うに、Dashというデータ分析、可視化で利用されているWebアプリを用いてセンサー情報をWebアプリで表示する方法も紹介します。

---

構成について（時間は現時点で想定となります）

* 導入（7min
    * 自己紹介
    * 著者作成のWebアプリの紹介
    * Webアプリの全体構成
* PythonとIoT（10min
    * micropython/CircuitPythonの紹介
    * Raspberry PiでPythonを扱う方法:VSCodeのリモート開発が便利です
    * CircuitPythonのライブラリをRaspberry Piで扱う
    * センサー情報取得の実例: BME280という温度湿度センサーから情報を取得する
* Dashでセンサー情報を可視化する（10min
    * Dashの紹介
    * Dashの基本的な構成の紹介:
        * HTMLを書く必要がない
        * ホットリロードによる開発
        * フォームなどの操作から動的な変更:コールバック機能
    * センサー情報を可視化する
    * Dashの便利なライブラリ: Dash bootstrap componets（dbc）によるデザインの整え方
* まとめ（3min",hrsano645,"佐野設計事務所所属 
静岡県富士市在住。普段は自動車機械設計業のITインフラ担当。
静岡のPythonコミュニティに参加、PyCon mini Shizuokaのスタッフ"
272767,Pythonでつくる宣言的UIラッパーフレームワーク 〜 既存GUIフレームワークの調査を添えて,#pyconjp_4,10/16,14:50,7,"このトークでは、PythonでGUIを書くことに注目して、既存フレームワークの特徴と使用時の注意事項を概説します。
また、後半では自作した宣言的UIラッパーフレームワークの紹介を通じて、モダンな宣言的UIフレームワークの仕組みとともにPythonの柔軟な文法がもたらす実装のアイディアを示します。
このトークを聞くことで、Pythonでアプリをつくる際の選択肢が増え、GUIフレームワークの変遷を知り、同時にPythonの懐の深さに触れられるでしょう。","前半の「Pythonで使えるGUIフレームワークの概説」部分ではPythonの詳細な知識は不要です。ReactやVue.jsその他のGUIフレームワークを使ったことがあれば理解しやすいですが、必須ではありません。
Python 3の基本的な文法、クラス、`with`ステートメントに関する知識を持っていると、後半の「自作した宣言的UIラッパーフレームワークの紹介」部分の理解がしやすいかと思います。","- GUIフレームワークの変遷（Pythonに限らない一般的話題）
- PythonでGUIを書くための既存フレームワークの特徴と注意事項
- `with`ステートメントと`__new__()`メソッドを用いた実装のアイディア",Beginner,Visual / Game / Music,Japanese,Japanese only,"導入では、私がPythonでGUIを書きたいと思ったきっかけについて述べ、その際にライセンスの問題でフレームワーク選定に苦労した経験を話す予定です。
前半の「Pythonで使えるGUIフレームワークの概説」部分では、一般的なGUIフレームワークの変遷に沿って既存フレームワークを順次紹介し、メリットやデメリットを述べる予定です。
後半の「自作した宣言的UIラッパーフレームワークの紹介」部分では、自作した宣言的UIラッパーフレームワークの紹介を通じて、モダンな宣言的UIフレームワークの仕組みとともに`with`ステートメントと`__new__()`メソッドを用いた実装のアイディアを示します。

- 導入（5min）
    - 自己紹介
    - PythonでGUIを書きたい！
- Pythonで使えるGUIフレームワークの概説（15min）
    - 命令的UIフレームワーク（e.g. Tkinter, PyQt, PySide）
    - テンプレートを用いた宣言的UIフレームワーク（e.g. Kivy, PyQt + QML, Enaml)
    - コードによる宣言的UIフレームワーク (e.g. Flexx, Edifice)
- 自作した宣言的UIラッパーフレームワークの紹介（9min）
    - Why ""wrapper""?
    - Flexxとの類似点と差分
    - `__new__()`メソッドによる魔法
- まとめ（1min）",Yuta Urushiyama,"都内勤務のエンジニア1年生。macOSアプリを作ったり自作キーボードを作ったり、ものづくりが大好き。
Pythonでは[口パク動画を音声データとテキストから生成するアプリ](https://github.com/urushiyama/PronounceMovieMaker)を作ったり、その過程でPyPIに[Perlで書かれたライブラリを移植したり](https://pypi.org/project/PySegmentKit/)しています。

本トークは完全に個人の趣味であり、所属組織とは全く関係ありません。

**経歴**

- 1997年02月 新潟県にインスタンスが生成される
- 2021年03月 筑波大学大学院システム情報工学研究科コンピュータサイエンス専攻 博士前期課程（修士）を修了
- 2021年04月 税務会計と農業のIT企業にエンジニアとして入社"
270384,Neural Prophet – A powerful AI framework for Time Series Models,#pyconjp_5,10/16,14:50,7,"In this talk we are going to cover the following points:

Quick intro about Time Series
What is Neural Prophet?
Difference between Neural Prophet vs Prophet
Why we need Neural Prophet?
Hands on Case study (From analysis to generating forecast Models)
Future opportunities with NP

","# Prerequisites 
* Curiosity to learn something new
* Familiarity with Time Series
* Basic understanding of Neural Networks
","By the end of the talk, I will make sure, one should be able to understand this powerful  time series framework, its usage, and benefits.
",Intermediate,Machine learning,English,English only,"# Abstract - Neural Prophet, a new framework that extends on the original prophet framework, addresses pain points such as scale, customization and extensibility.it incorporates traditional statistical and neural network models for time series modeling, used in forecasting and anomaly detection.

# Description
The best thing is you can get started easily using Neural Prophet. Neural Prophet is a relatively new library that uses Facebooks Prophet time series forecasting package and a Pytorch AR-Net model to produce highly accurate time series forecasts quickly. This is heavily inspired by Prophet, which is the popular forecasting tool developed by Facebook.
This framework is a decomposable time series model with the components, trend, seasonality, auto-regression, special events, future regressors and lagged regressors.
",Kalyan,"A self-taught data scientist/analytics manager, speaker & community first-person, Kalyan has contributed to various tech communities. He enjoys being involved with these communities and helping them grow. Currently I am associated with the following groups below:
Hyderabad Python Users Group – Core Member/ Meetups Organizer
PyConf Hyderabad – Organizing Committee Member
PyCon India – Review Panel Work Group Lead
Humans for AI – Program Manager for AI learning Community  
 "
269708,Locust実践編: Pythonで書く負荷試験一問一答,#pyconjp_1 (15th: onsite),10/16,16:20,8,"JX通信社は速報に特化したサービスを提供しています。大きなニュースが飛び込んできた時のトラフィックのスパイクを支えるための負荷試験が必須となります。

本セッションでは、そんな速報サービスを運用していくなかで蓄えたLocustによる負荷試験の具体的なノウハウを、「こんなときはどうする？」の一問一答形式でデモとサンプルコードを中心にお話しします。","- 基本的なPythonの構文についての知識
- Webアプリケーションの基本的な知識","- Locustを使った実践的な負荷試験のノウハウ
    - 色々な成功/失敗判定の方法
    - コマンドラインを使った実行方法
    - workerプロセスをクラスタで実行する方法",Intermediate,Web programming,Japanese,Both,"昨年度、 https://pycon.jp/2020/en/timetable/?id=203941 でLocustの紹介をするセッションはありましたが、今回のセッションでは「Locustとは何か」の説明よりも、より多くの具体例を交えた内容でお話しします。

- 自己紹介/導入
    - 自己紹介 (1 mins)
    - Locust自体の簡単な説明 (2 mins)
- 「こんなときどうする？」
    - テストデータの初期化の方法(5 mins)
    - 細かなレスポンスのバリデーションの書き方 (5 mins)
    - 自動実行にも便利なコマンドラインからの起動方法 (3 mins)
    - クラスタ構成の組み方 (5mins)
- 「こんな時どうする？」デモ (5 mins)
- まとめ(3mins)
",TatchNicolas,"株式会社JX通信社でバックエンドとインフラまわりをやってます。

普段はDjango/FastAPIによるバックエンドAPI開発、運用上の自動化などでPythonを使っています。"
272959,実装で知るasyncio -イベントループの正体とは-,#pyconjp_2,10/16,16:20,8,"asyncioは、効率的に並行処理を行うための標準ライブラリです。
asyncioを使った処理では、コルーチンやタスク、イベントループ、非同期I/Oなど多くの概念が登場します。
本セッションでは、これらの主要な概念がasyncioパッケージ内でどのように実装されているかを見ていくことで、asyncioに関する理解を深めます。","Pythonの実装経験
非同期処理や並列処理の経験","asyncioの主要な構成要素とその概要
標準ライブラリのコードを見る体験",Advanced,Python core and around,Japanese,Japanese only,"asyncioは、効率的に並行処理を行うための標準ライブラリです。
asyncioを使った処理では、コルーチンやタスク、イベントループ、非同期I/Oなど多くの概念が登場します。
本セッションでは、これらの主要な概念がasyncioパッケージ内でどのように実装されているかを見ていくことで、asyncioに関する理解を深めます。

asyncioは、Django 3やSQLAlchemy 14をはじめとするフレームワークやライブラリのサポートが充実してきており、利用できるシーンが急速に広まっています。
しかし、そのような状況とは裏腹にasyncioの学習コストは高く、デバッグも難しいものです。
asyncioパッケージはファイル数が30近いパッケージであり全てを紹介することはできませんが、主要なクラスやメソッドを知ることでバグの混入を防いだり、素早い調査やデバッグにつながります。
",REI SUYAMA,尾道が好きになり東京から尾道の向島に引っ越してきたフルリモートのプログラマ。学生時代からずっとPython好き。シンプルなコード、シンプルな設計を目指してます。
273434,Python をフル活用した工場への AI 導入 & データ活用基盤構築事例,#pyconjp_3,10/16,16:20,8,とある工業製品の製造工場での AI 導入の課題に対して、エッジ IoT からクラウドまで広範にわたる機械学習・データ分析基盤システムの構築を行い、その全ての過程で Python を利用しました。全く性質の異なるそれぞれの領域でどのように Python を活用し、ひとつの大きなシステムを構築してきたかという応用事例をご紹介します。,"- Python に限らない何らかのプログラミング経験
- ネットワーク, AWS, Docker のチュートリアルレベルの知識","- エッジ環境で機械学習 (推論) とデータ収集システムを構築するノウハウ
- TCP ベースの独自プロトコルを実装するノウハウ
- AWS + Docker でセンサデータを扱うための ETL 基盤を構築するノウハウ
- AWS + Docker で機械学習基盤を構築するノウハウ",Intermediate,Machine learning,Japanese,Japanese only,"- 自己紹介 (1min)
- 概要 (5min)
    - プロジェクト概要
    - システム全体像
- エッジ IoT (10min)
    - Docker Compose によるオーケストレーション
    - Python による TCP ベース独自プロトコルの実装
    - 機械学習 (推論) API の実装
    - センサデータ収集と AWS への送信
- クラウド / AWS (10min)
    - システム全体のデプロイフローの構築
    - AWS 上でのバッチ処理方式と採用しなかった方式の比較
    - AWS 上での機械学習基盤構築
- まとめ (1min)",hoto17296,"ちゅらデータ株式会社 データアナリスト & VPoE
JavaScript / Python / Docker / AWS あたりが得意
ネットワークいじりが趣味です"
